Year	Segment	Category	Sub-Category	Sales	Profit
2015	Corporate	Technology	Phones	699.98	195.99
2015	Corporate	Technology	Accessories	139.95	26.59
2015	Consumer	Office Supplies	Paper	13.36	6.41
2015	Consumer	Office Supplies	Binders	41.72	13.04
2015	Consumer	Office Supplies	Binders	11.52	4.18
2015	Consumer	Office Supplies	Appliances	541.44	157.02
2015	Consumer	Office Supplies	Paper	19.44	9.33
2015	Corporate	Office Supplies	Paper	35.88	16.15
2015	Consumer	Office Supplies	Paper	36.84	17.31
2015	Consumer	Office Supplies	Labels	87.71	41.22
2015	Corporate	Office Supplies	Labels	9.24	4.44
2015	Consumer	Office Supplies	Labels	61.06	28.09
2015	Consumer	Furniture	Tables	35.54	-0.89
2015	Consumer	Technology	Accessories	29.99	3.00
2015	Consumer	Office Supplies	Art	286.79	74.57
2015	Consumer	Office Supplies	Paper	49.12	23.09
2015	Consumer	Office Supplies	Binders	"2,541.98"	1270.99
2015	Home Office	Office Supplies	Art	79.36	20.63
2015	Home Office	Office Supplies	Appliances	26.88	6.72
2015	Home Office	Office Supplies	Binders	10.90	3.81
2015	Consumer	Office Supplies	Labels	3.15	1.51
2015	Consumer	Office Supplies	Paper	22.72	10.22
2015	Corporate	Office Supplies	Binders	4.42	-3.39
2015	Corporate	Office Supplies	Art	16.03	2.20
2015	Corporate	Technology	Phones	105.98	1.06
2015	Corporate	Furniture	Tables	493.92	-28.22
2015	Consumer	Technology	Accessories	538.92	80.84
2015	Consumer	Furniture	Chairs	161.57	-28.27
2015	Consumer	Furniture	Chairs	389.70	43.84
2015	Consumer	Office Supplies	Binders	58.72	27.01
2015	Corporate	Technology	Phones	15.98	1.20
2015	Corporate	Furniture	Chairs	184.75	-20.78
2015	Consumer	Office Supplies	Appliances	3.55	0.44
2015	Corporate	Office Supplies	Art	55.33	6.22
2015	Corporate	Furniture	Bookcases	"1,228.00"	-36.12
2015	Corporate	Technology	Phones	95.84	34.74
2015	Consumer	Furniture	Tables	787.53	165.38
2015	Home Office	Office Supplies	Art	10.16	2.64
2015	Home Office	Office Supplies	Envelopes	101.88	50.94
2015	Consumer	Office Supplies	Envelopes	29.34	14.67
2015	Consumer	Furniture	Chairs	383.61	63.93
2015	Consumer	Office Supplies	Storage	563.40	67.61
2015	Consumer	Technology	Phones	23.92	6.70
2015	Consumer	Office Supplies	Appliances	60.69	16.39
2015	Corporate	Technology	Phones	466.16	-93.23
2015	Corporate	Technology	Accessories	10.31	-1.29
2015	Corporate	Office Supplies	Binders	2.56	-1.79
2015	Corporate	Furniture	Chairs	99.37	-7.10
2015	Corporate	Furniture	Furnishings	33.57	-5.45
2015	Consumer	Technology	Phones	31.92	2.39
2015	Consumer	Office Supplies	Fasteners	7.10	2.49
2015	Consumer	Office Supplies	Binders	11.21	-16.82
2015	Consumer	Furniture	Furnishings	4.71	-1.88
2015	Consumer	Office Supplies	Appliances	180.98	-470.55
2015	Consumer	Office Supplies	Storage	60.42	6.04
2015	Consumer	Furniture	Furnishings	435.26	95.76
2015	Consumer	Technology	Copiers	"1,119.98"	377.99
2015	Home Office	Technology	Accessories	119.85	52.73
2015	Home Office	Office Supplies	Binders	30.44	14.92
2015	Home Office	Office Supplies	Binders	69.28	33.25
2015	Home Office	Technology	Phones	587.97	170.51
2015	Consumer	Furniture	Bookcases	512.94	97.46
2015	Consumer	Furniture	Chairs	860.93	189.40
2015	Consumer	Technology	Phones	769.95	223.29
2015	Consumer	Office Supplies	Art	14.98	4.49
2015	Consumer	Furniture	Furnishings	373.08	82.08
2015	Corporate	Office Supplies	Paper	19.44	9.33
2015	Corporate	Office Supplies	Art	3.41	0.89
2015	Consumer	Office Supplies	Binders	8.57	-14.57
2015	Corporate	Technology	Accessories	113.52	29.80
2015	Corporate	Technology	Phones	359.88	22.49
2015	Consumer	Office Supplies	Labels	4.61	1.67
2015	Consumer	Office Supplies	Binders	1.11	-1.89
2015	Corporate	Office Supplies	Storage	89.82	25.15
2015	Corporate	Office Supplies	Envelopes	8.69	2.93
2015	Corporate	Furniture	Furnishings	30.88	3.86
2015	Corporate	Furniture	Furnishings	6.41	1.44
2015	Consumer	Office Supplies	Labels	5.04	1.76
2015	Consumer	Furniture	Bookcases	141.96	39.75
2015	Home Office	Furniture	Chairs	915.14	102.95
2015	Home Office	Furniture	Furnishings	327.76	91.77
2015	Consumer	Office Supplies	Labels	16.52	7.60
2015	Consumer	Office Supplies	Binders	671.94	315.81
2015	Consumer	Office Supplies	Paper	19.44	9.33
2015	Corporate	Technology	Phones	16.78	1.68
2015	Consumer	Office Supplies	Art	2.74	0.74
2015	Consumer	Office Supplies	Art	8.34	2.17
2015	Consumer	Office Supplies	Storage	46.74	11.69
2015	Consumer	Office Supplies	Binders	"6,354.95"	3177.48
2015	Consumer	Furniture	Tables	171.96	44.71
2015	Corporate	Furniture	Furnishings	43.13	18.11
2015	Corporate	Technology	Phones	85.90	2.58
2015	Consumer	Office Supplies	Labels	491.55	240.86
2015	Consumer	Office Supplies	Envelopes	7.38	3.39
2015	Home Office	Office Supplies	Art	17.52	6.31
2015	Corporate	Technology	Accessories	15.02	2.70
2015	Corporate	Office Supplies	Storage	33.82	9.13
2015	Home Office	Technology	Phones	453.58	39.69
2015	Corporate	Office Supplies	Storage	"1,247.64"	349.34
2015	Corporate	Technology	Copiers	"3,149.93"	1480.47
2015	Corporate	Office Supplies	Paper	209.70	100.66
2015	Consumer	Office Supplies	Binders	17.57	6.37
2015	Consumer	Office Supplies	Labels	14.62	6.87
2015	Consumer	Office Supplies	Supplies	33.36	8.67
2015	Consumer	Office Supplies	Paper	40.14	19.67
2015	Consumer	Office Supplies	Paper	14.50	4.89
2015	Corporate	Office Supplies	Paper	11.96	5.86
2015	Consumer	Office Supplies	Fasteners	10.90	3.60
2015	Home Office	Office Supplies	Paper	65.58	23.77
2015	Home Office	Furniture	Bookcases	383.47	-67.67
2015	Corporate	Office Supplies	Paper	51.84	24.88
2015	Consumer	Office Supplies	Binders	2.51	-4.40
2015	Consumer	Office Supplies	Fasteners	18.86	6.13
2015	Consumer	Office Supplies	Storage	29.30	2.56
2015	Corporate	Office Supplies	Binders	49.85	16.82
2015	Corporate	Office Supplies	Envelopes	23.99	12.00
2015	Corporate	Office Supplies	Binders	"1,087.94"	353.58
2015	Corporate	Technology	Phones	199.98	53.99
2015	Corporate	Office Supplies	Storage	83.92	20.14
2015	Consumer	Office Supplies	Appliances	962.08	156.34
2015	Consumer	Office Supplies	Binders	12.84	-9.85
2015	Consumer	Office Supplies	Paper	295.46	96.02
2015	Consumer	Technology	Accessories	18.39	5.29
2015	Consumer	Office Supplies	Storage	129.57	-25.91
2015	Consumer	Office Supplies	Binders	14.11	-21.17
2015	Consumer	Technology	Phones	15.98	1.20
2015	Corporate	Office Supplies	Paper	105.52	48.54
2015	Corporate	Furniture	Furnishings	91.96	15.63
2015	Corporate	Technology	Phones	"1,487.98"	186.00
2015	Corporate	Office Supplies	Art	19.56	5.48
2015	Consumer	Technology	Accessories	447.94	89.59
2015	Consumer	Office Supplies	Storage	150.41	-33.84
2015	Consumer	Furniture	Chairs	107.77	-29.25
2015	Consumer	Office Supplies	Fasteners	31.56	14.20
2015	Consumer	Office Supplies	Storage	27.92	0.56
2015	Corporate	Office Supplies	Paper	33.36	16.68
2015	Corporate	Office Supplies	Paper	192.72	92.51
2015	Corporate	Technology	Accessories	239.97	86.39
2015	Home Office	Furniture	Bookcases	359.06	-35.91
2015	Corporate	Office Supplies	Appliances	6.99	0.52
2015	Corporate	Furniture	Furnishings	46.90	13.13
2015	Corporate	Office Supplies	Paper	74.35	23.24
2015	Consumer	Office Supplies	Paper	40.03	12.51
2015	Consumer	Technology	Accessories	16.78	5.03
2015	Corporate	Furniture	Tables	"3,393.68"	610.86
2015	Corporate	Office Supplies	Storage	"1,085.42"	282.21
2015	Corporate	Office Supplies	Appliances	13.11	3.41
2015	Consumer	Office Supplies	Storage	83.70	3.35
2015	Consumer	Technology	Accessories	166.24	24.94
2015	Consumer	Office Supplies	Paper	33.40	16.03
2015	Consumer	Office Supplies	Paper	15.55	5.44
2015	Consumer	Office Supplies	Paper	5.23	1.70
2015	Consumer	Office Supplies	Envelopes	22.92	11.23
2015	Home Office	Furniture	Chairs	"1,166.92"	131.28
2015	Consumer	Office Supplies	Appliances	73.28	21.25
2015	Consumer	Office Supplies	Paper	212.64	99.94
2015	Consumer	Office Supplies	Paper	9.87	4.54
2015	Consumer	Technology	Accessories	53.25	20.77
2015	Consumer	Furniture	Furnishings	19.92	9.56
2015	Consumer	Office Supplies	Art	5.56	1.45
2015	Consumer	Office Supplies	Paper	17.64	8.11
2015	Corporate	Office Supplies	Paper	23.52	8.53
2015	Corporate	Technology	Phones	180.96	13.57
2015	Home Office	Furniture	Chairs	366.74	-110.02
2015	Corporate	Technology	Phones	79.96	27.99
2015	Corporate	Office Supplies	Paper	98.38	35.66
2015	Corporate	Furniture	Furnishings	22.38	-7.83
2015	Consumer	Office Supplies	Appliances	32.19	-80.48
2015	Consumer	Technology	Accessories	50.12	-0.63
2015	Consumer	Technology	Accessories	47.98	1.80
2015	Corporate	Office Supplies	Binders	9.16	-13.73
2015	Consumer	Technology	Machines	71.98	24.29
2015	Consumer	Technology	Phones	87.80	32.93
2015	Home Office	Office Supplies	Art	11.16	4.35
2015	Home Office	Furniture	Furnishings	108.40	22.76
2015	Home Office	Office Supplies	Binders	82.34	27.79
2015	Home Office	Office Supplies	Binders	9.09	3.29
2015	Consumer	Office Supplies	Appliances	644.08	107.35
2015	Consumer	Office Supplies	Fasteners	5.84	2.63
2015	Consumer	Office Supplies	Binders	12.76	5.87
2015	Consumer	Technology	Phones	10.95	0.44
2015	Consumer	Technology	Copiers	599.98	209.99
2015	Corporate	Office Supplies	Binders	157.79	-115.72
2015	Home Office	Office Supplies	Appliances	98.11	18.40
2015	Home Office	Office Supplies	Storage	563.81	21.14
2015	Home Office	Office Supplies	Binders	10.43	-6.95
2015	Home Office	Furniture	Furnishings	547.14	-68.39
2015	Home Office	Technology	Phones	14.85	-3.22
2015	Home Office	Technology	Phones	41.99	-9.80
2015	Home Office	Furniture	Furnishings	7.58	2.37
2015	Home Office	Furniture	Bookcases	352.45	-211.47
2015	Consumer	Office Supplies	Labels	23.90	7.77
2015	Corporate	Furniture	Chairs	892.22	89.22
2015	Consumer	Technology	Accessories	239.94	26.39
2015	Consumer	Office Supplies	Art	23.84	6.44
2015	Consumer	Office Supplies	Art	42.05	5.26
2015	Consumer	Technology	Accessories	25.49	4.46
2015	Consumer	Office Supplies	Binders	6.90	-12.08
2015	Consumer	Office Supplies	Binders	9.65	-16.88
2015	Consumer	Office Supplies	Paper	7.97	2.89
2015	Consumer	Office Supplies	Paper	47.95	16.18
2015	Consumer	Office Supplies	Appliances	463.25	-1181.28
2015	Consumer	Technology	Accessories	383.95	47.99
2015	Home Office	Office Supplies	Art	11.74	1.03
2015	Consumer	Office Supplies	Paper	25.92	12.44
2015	Consumer	Office Supplies	Storage	22.58	5.87
2015	Consumer	Furniture	Tables	369.91	-13.87
2015	Consumer	Office Supplies	Storage	17.94	3.05
2015	Consumer	Office Supplies	Appliances	370.14	144.35
2015	Corporate	Office Supplies	Binders	12.83	4.33
2015	Home Office	Office Supplies	Storage	142.04	38.35
2015	Home Office	Office Supplies	Art	14.67	6.01
2015	Consumer	Technology	Accessories	85.14	34.91
2015	Consumer	Technology	Phones	21.99	10.56
2015	Consumer	Office Supplies	Appliances	406.60	113.85
2015	Consumer	Furniture	Furnishings	67.36	10.10
2015	Consumer	Furniture	Furnishings	54.53	14.31
2015	Consumer	Technology	Copiers	639.97	215.99
2015	Consumer	Office Supplies	Paper	52.76	24.27
2015	Home Office	Office Supplies	Storage	40.74	0.41
2015	Consumer	Technology	Accessories	199.96	69.99
2015	Consumer	Furniture	Tables	710.83	-97.74
2015	Consumer	Office Supplies	Supplies	12.88	0.39
2015	Home Office	Office Supplies	Paper	31.10	10.89
2015	Home Office	Office Supplies	Paper	54.82	17.82
2015	Corporate	Furniture	Furnishings	37.68	15.83
2015	Corporate	Technology	Phones	258.58	19.39
2015	Corporate	Office Supplies	Appliances	75.84	29.58
2015	Consumer	Office Supplies	Binders	17.43	8.02
2015	Consumer	Furniture	Tables	241.57	-15.10
2015	Consumer	Technology	Phones	479.92	41.99
2015	Consumer	Office Supplies	Storage	10.74	0.81
2015	Consumer	Furniture	Tables	609.98	-113.28
2015	Consumer	Furniture	Tables	211.37	-45.29
2015	Consumer	Technology	Phones	239.98	18.00
2015	Consumer	Office Supplies	Appliances	35.21	2.64
2015	Corporate	Office Supplies	Appliances	45.22	4.52
2015	Corporate	Office Supplies	Fasteners	10.42	-2.21
2015	Corporate	Office Supplies	Art	7.87	1.28
2015	Corporate	Technology	Phones	118.78	-27.72
2015	Corporate	Office Supplies	Fasteners	1.45	0.24
2015	Corporate	Office Supplies	Binders	55.47	-46.23
2015	Corporate	Office Supplies	Fasteners	12.58	4.09
2015	Consumer	Technology	Copiers	"1,439.97"	485.99
2015	Consumer	Technology	Accessories	43.56	-4.90
2015	Consumer	Technology	Phones	569.64	148.11
2015	Consumer	Office Supplies	Binders	9.14	4.57
2015	Consumer	Furniture	Furnishings	"1,196.86"	119.69
2015	Consumer	Furniture	Bookcases	523.26	125.58
2015	Corporate	Furniture	Chairs	127.76	2.84
2015	Consumer	Office Supplies	Art	5.56	2.22
2015	Consumer	Technology	Accessories	323.37	129.35
2015	Consumer	Technology	Phones	783.96	68.60
2015	Consumer	Office Supplies	Appliances	"1,447.65"	419.82
2015	Consumer	Office Supplies	Paper	11.96	5.86
2015	Consumer	Technology	Accessories	99.60	36.85
2015	Consumer	Office Supplies	Binders	62.30	21.02
2015	Consumer	Office Supplies	Art	10.71	2.78
2015	Consumer	Office Supplies	Binders	38.22	17.96
2015	Consumer	Office Supplies	Labels	75.18	35.33
2015	Consumer	Furniture	Furnishings	6.16	2.96
2015	Consumer	Furniture	Chairs	89.99	17.10
2015	Consumer	Technology	Accessories	106.50	41.54
2015	Consumer	Office Supplies	Labels	21.93	10.31
2015	Home Office	Office Supplies	Storage	947.17	9.47
2015	Home Office	Office Supplies	Paper	61.96	27.88
2015	Consumer	Office Supplies	Storage	115.44	30.01
2015	Corporate	Technology	Accessories	41.42	8.28
2015	Corporate	Technology	Phones	244.77	24.48
2015	Corporate	Office Supplies	Art	74.35	6.51
2015	Corporate	Office Supplies	Binders	4.31	-6.90
2015	Corporate	Furniture	Chairs	56.69	-20.25
2015	Corporate	Technology	Phones	97.97	6.12
2015	Corporate	Office Supplies	Art	7.87	0.89
2015	Corporate	Office Supplies	Paper	15.55	5.44
2015	Corporate	Office Supplies	Binders	1.48	-2.29
2015	Consumer	Office Supplies	Appliances	19.57	-52.83
2015	Consumer	Office Supplies	Binders	310.39	-512.15
2015	Corporate	Technology	Phones	287.97	77.75
2015	Corporate	Furniture	Furnishings	595.38	297.69
2015	Corporate	Office Supplies	Paper	12.96	6.22
2015	Consumer	Office Supplies	Paper	117.46	44.05
2015	Consumer	Office Supplies	Envelopes	180.96	81.43
2015	Consumer	Furniture	Chairs	191.96	51.83
2015	Consumer	Office Supplies	Binders	21.30	9.80
2015	Consumer	Technology	Phones	469.95	131.59
2015	Consumer	Furniture	Furnishings	209.88	35.68
2015	Consumer	Technology	Phones	88.78	7.77
2015	Consumer	Office Supplies	Art	64.14	16.68
2015	Home Office	Office Supplies	Art	25.99	7.54
2015	Corporate	Office Supplies	Binders	13.94	4.53
2015	Consumer	Office Supplies	Appliances	206.43	90.83
2015	Consumer	Office Supplies	Art	57.75	16.17
2015	Consumer	Office Supplies	Appliances	272.40	76.27
2015	Consumer	Office Supplies	Storage	221.02	-55.26
2015	Consumer	Furniture	Chairs	128.06	-23.78
2015	Corporate	Office Supplies	Envelopes	21.34	9.82
2015	Consumer	Furniture	Chairs	831.94	-114.39
2015	Consumer	Furniture	Furnishings	97.04	1.21
2015	Consumer	Office Supplies	Storage	72.78	-18.20
2015	Consumer	Furniture	Chairs	408.42	-5.83
2015	Corporate	Furniture	Chairs	63.94	6.39
2015	Corporate	Office Supplies	Art	59.52	15.48
2015	Corporate	Technology	Phones	311.98	39.00
2015	Corporate	Office Supplies	Binders	50.35	17.62
2015	Consumer	Furniture	Tables	191.52	-76.61
2015	Consumer	Office Supplies	Art	2.62	0.43
2015	Consumer	Office Supplies	Art	22.74	8.87
2015	Consumer	Furniture	Chairs	"1,267.53"	316.88
2015	Consumer	Technology	Machines	"1,379.92"	648.56
2015	Home Office	Office Supplies	Appliances	43.56	3.27
2015	Home Office	Office Supplies	Supplies	5.84	0.73
2015	Consumer	Office Supplies	Appliances	8.65	-20.33
2015	Consumer	Office Supplies	Storage	23.83	2.68
2015	Consumer	Office Supplies	Binders	12.18	-18.87
2015	Home Office	Office Supplies	Appliances	186.73	41.50
2015	Home Office	Office Supplies	Binders	"3,812.97"	1906.49
2015	Home Office	Office Supplies	Paper	7.97	2.89
2015	Home Office	Furniture	Chairs	213.12	-15.22
2015	Consumer	Technology	Phones	"1,022.97"	-255.74
2015	Corporate	Office Supplies	Art	34.65	9.70
2015	Corporate	Technology	Phones	19.80	1.73
2015	Corporate	Furniture	Furnishings	31.40	13.19
2015	Corporate	Furniture	Furnishings	9.48	3.79
2015	Corporate	Technology	Phones	209.50	58.66
2015	Corporate	Furniture	Furnishings	24.30	10.45
2015	Corporate	Office Supplies	Paper	6.48	3.11
2015	Corporate	Technology	Phones	88.75	11.09
2015	Corporate	Furniture	Furnishings	63.55	14.30
2015	Corporate	Office Supplies	Supplies	41.38	4.65
2015	Corporate	Office Supplies	Art	172.70	10.79
2015	Consumer	Office Supplies	Binders	12.18	4.41
2015	Consumer	Office Supplies	Storage	37.32	10.45
2015	Consumer	Office Supplies	Supplies	35.06	10.52
2015	Corporate	Office Supplies	Labels	8.86	2.99
2015	Corporate	Technology	Phones	158.38	13.86
2015	Home Office	Furniture	Furnishings	665.88	106.54
2015	Consumer	Office Supplies	Art	59.90	14.23
2015	Consumer	Office Supplies	Appliances	23.70	6.52
2015	Consumer	Office Supplies	Paper	7.97	2.89
2015	Consumer	Office Supplies	Appliances	18.20	2.05
2015	Consumer	Technology	Accessories	27.55	-0.34
2015	Consumer	Furniture	Chairs	844.12	-36.18
2015	Consumer	Office Supplies	Storage	76.75	-9.59
2015	Consumer	Office Supplies	Art	8.82	2.56
2015	Consumer	Office Supplies	Binders	62.50	21.87
2015	Consumer	Technology	Accessories	339.96	122.39
2015	Consumer	Office Supplies	Binders	49.57	17.35
2015	Home Office	Office Supplies	Binders	13.85	5.19
2015	Corporate	Furniture	Furnishings	26.80	12.86
2015	Corporate	Furniture	Furnishings	22.29	-8.92
2015	Corporate	Technology	Phones	946.34	118.29
2015	Corporate	Office Supplies	Art	125.93	35.26
2015	Consumer	Furniture	Tables	244.01	-31.37
2015	Consumer	Office Supplies	Paper	15.94	5.38
2015	Consumer	Office Supplies	Paper	45.68	21.01
2015	Corporate	Furniture	Furnishings	8.35	1.25
2015	Consumer	Office Supplies	Art	5.25	0.59
2015	Consumer	Office Supplies	Binders	43.98	21.99
2015	Consumer	Technology	Phones	377.97	105.83
2015	Consumer	Furniture	Furnishings	123.96	11.16
2015	Home Office	Office Supplies	Paper	37.94	18.21
2015	Consumer	Furniture	Furnishings	79.44	30.19
2015	Consumer	Office Supplies	Supplies	357.93	7.16
2015	Consumer	Furniture	Chairs	127.76	21.29
2015	Consumer	Technology	Copiers	"2,799.94"	1014.98
2015	Consumer	Office Supplies	Paper	19.44	9.33
2015	Consumer	Office Supplies	Binders	48.81	23.92
2015	Home Office	Office Supplies	Appliances	70.97	-191.62
2015	Home Office	Office Supplies	Art	36.78	3.68
2015	Consumer	Technology	Accessories	46.69	-2.92
2015	Home Office	Furniture	Chairs	191.97	16.80
2015	Consumer	Office Supplies	Paper	12.84	5.78
2015	Consumer	Office Supplies	Paper	25.68	11.56
2015	Consumer	Technology	Phones	201.58	20.16
2015	Consumer	Office Supplies	Storage	36.63	9.89
2015	Consumer	Office Supplies	Binders	14.59	4.92
2015	Consumer	Furniture	Furnishings	21.97	-15.93
2015	Consumer	Technology	Phones	619.15	69.65
2015	Consumer	Office Supplies	Paper	127.90	41.57
2015	Home Office	Technology	Phones	222.38	16.68
2015	Home Office	Office Supplies	Fasteners	16.00	5.60
2015	Home Office	Office Supplies	Art	198.27	17.35
2015	Home Office	Office Supplies	Labels	47.36	17.76
2015	Home Office	Office Supplies	Envelopes	200.98	62.81
2015	Home Office	Office Supplies	Labels	97.70	31.75
2015	Home Office	Office Supplies	Art	2.70	0.81
2015	Home Office	Office Supplies	Binders	18.59	-13.63
2015	Home Office	Office Supplies	Binders	4.90	-3.43
2015	Consumer	Office Supplies	Storage	"1,117.92"	55.90
2015	Corporate	Furniture	Bookcases	509.96	42.00
2015	Corporate	Furniture	Furnishings	122.91	34.41
2015	Corporate	Furniture	Chairs	97.57	-6.10
2015	Corporate	Furniture	Chairs	722.35	81.26
2015	Corporate	Office Supplies	Envelopes	17.94	8.79
2015	Corporate	Office Supplies	Storage	51.97	-10.39
2015	Home Office	Technology	Accessories	255.97	32.00
2015	Corporate	Office Supplies	Binders	33.28	-49.92
2015	Corporate	Office Supplies	Paper	14.09	4.93
2015	Consumer	Office Supplies	Labels	31.50	15.12
2015	Consumer	Office Supplies	Supplies	55.60	16.12
2015	Corporate	Office Supplies	Paper	10.86	5.32
2015	Consumer	Furniture	Furnishings	163.14	20.39
2015	Consumer	Office Supplies	Binders	6.41	-4.91
2015	Consumer	Office Supplies	Appliances	20.77	-52.96
2015	Corporate	Office Supplies	Binders	26.98	8.77
2015	Corporate	Office Supplies	Binders	24.59	-18.03
2015	Consumer	Office Supplies	Labels	8.26	3.80
2015	Consumer	Technology	Machines	"2,973.32"	334.50
2015	Consumer	Office Supplies	Storage	104.79	29.34
2015	Consumer	Technology	Phones	775.73	58.18
2015	Corporate	Office Supplies	Envelopes	186.69	87.74
2015	Consumer	Office Supplies	Binders	19.19	-12.80
2015	Consumer	Office Supplies	Appliances	121.79	13.70
2015	Corporate	Office Supplies	Storage	51.45	13.89
2015	Home Office	Office Supplies	Appliances	850.50	245.70
2015	Home Office	Furniture	Furnishings	75.33	19.59
2015	Consumer	Furniture	Chairs	602.65	-163.58
2015	Consumer	Office Supplies	Binders	7.66	-13.02
2015	Consumer	Office Supplies	Appliances	845.73	84.57
2015	Home Office	Furniture	Furnishings	14.73	4.86
2015	Home Office	Office Supplies	Art	21.24	8.07
2015	Home Office	Office Supplies	Binders	127.96	60.14
2015	Corporate	Technology	Phones	467.04	58.38
2015	Corporate	Office Supplies	Supplies	22.37	1.68
2015	Corporate	Office Supplies	Paper	32.37	11.73
2015	Corporate	Technology	Accessories	207.98	36.40
2015	Home Office	Office Supplies	Paper	18.27	5.94
2015	Home Office	Office Supplies	Paper	153.73	53.80
2015	Home Office	Office Supplies	Envelopes	12.22	4.43
2015	Home Office	Technology	Accessories	167.94	50.38
2015	Consumer	Furniture	Furnishings	20.24	7.89
2015	Consumer	Furniture	Chairs	105.69	-28.69
2015	Consumer	Technology	Machines	399.54	-79.91
2015	Consumer	Furniture	Chairs	104.93	-4.50
2015	Home Office	Office Supplies	Art	6.63	1.79
2015	Consumer	Office Supplies	Art	47.82	14.35
2015	Consumer	Office Supplies	Labels	13.05	6.00
2015	Consumer	Technology	Phones	45.99	13.34
2015	Consumer	Office Supplies	Storage	535.41	160.62
2015	Consumer	Office Supplies	Binders	6.10	2.06
2015	Consumer	Office Supplies	Paper	45.36	21.77
2015	Consumer	Office Supplies	Storage	16.24	2.44
2015	Consumer	Office Supplies	Storage	77.55	21.71
2015	Consumer	Office Supplies	Paper	32.40	15.55
2015	Consumer	Office Supplies	Storage	540.57	140.55
2015	Consumer	Office Supplies	Binders	167.76	62.91
2015	Corporate	Furniture	Furnishings	41.57	-4.16
2015	Corporate	Furniture	Chairs	317.06	-86.06
2015	Corporate	Office Supplies	Fasteners	8.04	2.91
2015	Consumer	Office Supplies	Labels	12.39	5.70
2015	Home Office	Office Supplies	Paper	85.06	28.71
2015	Consumer	Technology	Phones	239.97	2.40
2015	Consumer	Office Supplies	Appliances	160.32	44.89
2015	Consumer	Technology	Phones	128.85	3.87
2015	Home Office	Technology	Accessories	151.96	36.47
2015	Corporate	Office Supplies	Paper	58.38	26.27
2015	Corporate	Office Supplies	Paper	105.52	48.54
2015	Corporate	Office Supplies	Storage	80.88	21.03
2015	Home Office	Furniture	Furnishings	22.20	9.10
2015	Consumer	Furniture	Bookcases	"1,406.86"	140.69
2015	Consumer	Office Supplies	Labels	15.75	7.56
2015	Consumer	Office Supplies	Storage	323.10	61.39
2015	Consumer	Furniture	Chairs	"2,567.84"	770.35
2015	Consumer	Office Supplies	Art	10.27	1.16
2015	Home Office	Office Supplies	Fasteners	7.56	0.30
2015	Corporate	Office Supplies	Labels	5.90	1.99
2015	Corporate	Office Supplies	Paper	173.49	54.22
2015	Corporate	Furniture	Furnishings	51.56	-61.87
2015	Corporate	Office Supplies	Binders	3.56	-6.24
2015	Corporate	Office Supplies	Paper	274.80	134.65
2015	Corporate	Office Supplies	Storage	62.18	16.79
2015	Corporate	Furniture	Furnishings	8.28	2.98
2015	Corporate	Office Supplies	Binders	5.73	-9.16
2015	Corporate	Office Supplies	Paper	42.24	13.20
2015	Consumer	Technology	Phones	299.98	83.99
2015	Consumer	Office Supplies	Binders	403.68	181.66
2015	Consumer	Technology	Phones	41.90	11.73
2015	Consumer	Office Supplies	Labels	28.91	13.30
2015	Home Office	Office Supplies	Paper	11.76	5.76
2015	Consumer	Office Supplies	Labels	7.38	3.47
2015	Consumer	Office Supplies	Art	9.26	3.06
2015	Home Office	Office Supplies	Paper	30.44	14.31
2015	Home Office	Furniture	Furnishings	35.28	12.00
2015	Consumer	Technology	Accessories	119.98	35.99
2015	Consumer	Technology	Accessories	989.97	395.99
2015	Corporate	Furniture	Chairs	"1,522.64"	169.18
2015	Corporate	Office Supplies	Paper	10.56	4.75
2015	Corporate	Office Supplies	Binders	7.52	2.63
2015	Home Office	Office Supplies	Binders	18.31	-12.21
2015	Home Office	Office Supplies	Paper	25.92	9.07
2015	Home Office	Office Supplies	Art	8.02	1.00
2015	Consumer	Technology	Accessories	2.38	0.74
2015	Consumer	Office Supplies	Appliances	143.13	-393.60
2015	Corporate	Office Supplies	Paper	173.49	54.22
2015	Corporate	Office Supplies	Storage	516.96	-6.46
2015	Corporate	Furniture	Furnishings	173.21	45.47
2015	Corporate	Office Supplies	Art	4.45	0.33
2015	Corporate	Office Supplies	Labels	9.00	3.15
2015	Corporate	Office Supplies	Paper	42.24	13.20
2015	Corporate	Office Supplies	Binders	18.26	-13.39
2015	Home Office	Office Supplies	Binders	113.10	56.55
2015	Consumer	Office Supplies	Paper	12.96	6.22
2015	Consumer	Furniture	Furnishings	355.36	92.39
2015	Consumer	Technology	Phones	140.38	8.77
2015	Consumer	Office Supplies	Binders	64.20	-42.80
2015	Consumer	Office Supplies	Binders	38.52	-26.96
2015	Consumer	Technology	Accessories	72.60	-8.17
2015	Consumer	Technology	Accessories	53.70	10.20
2015	Consumer	Office Supplies	Binders	36.26	16.68
2015	Consumer	Office Supplies	Art	56.30	15.76
2015	Consumer	Office Supplies	Paper	32.40	15.55
2015	Consumer	Furniture	Furnishings	29.16	10.79
2015	Corporate	Furniture	Chairs	"1,123.92"	-182.64
2015	Corporate	Technology	Phones	249.58	31.20
2015	Corporate	Furniture	Furnishings	48.67	7.30
2015	Corporate	Office Supplies	Art	60.77	7.60
2015	Corporate	Office Supplies	Binders	78.60	-62.88
2015	Corporate	Office Supplies	Binders	3.77	-3.14
2015	Corporate	Office Supplies	Storage	"1,036.62"	51.83
